rowid,StockTakeID,DocNum,Inspector,SEQ,Location,SKU,Barcode,IBC,SBC,ProductName,QNT,SalePrice,DateTime
0054,470564,Q001040CC205B0000470564202102181211F08001,20029445,0054,F08001,8850360034274,8850360034274,8850360034274,8850360034274,ดูเร็กซ์ถุงยางคอมฟอร์ทX10,12,190.06,18 Feb 12:26AM
0055,470564,Q001040CC205B0000470564202102181211F08001,20029445,0055,F08001,8852961010503,8852961010503,8852961010503,8852961010503,วันทัชถุงยางซีโร่ซี003 52มมX12,5,133.03,18 Feb 12:26AM
0056,470564,Q001040CC205B0000470564202102181211F08001,20029445,0056,F08001,8852961008067,8852961008067,8852961008067,8852961008067,วันทัชถุงยางสตรอเบอรี่ 12ชิ้น,6,94.15,18 Feb 12:28AM
0057,470564,Q001040CC205B0000470564202102181211F08001,20029445,0057,F08001,8852961001266,8852961001266,8852961001266,8852961001266,วันทัชถุงยางมิกซ์3ผิวไม่เรียบ,1,33.62,18 Feb 12:28AM
0058,470564,Q001040CC205B0000470564202102181211F08001,20029445,0058,F08001,8852961003406,8852961003406,8852961003406,8852961003406,วันทัชถุงยางจอยส์ 3ชิ้น,1,27.33,18 Feb 12:28AM
0059,470564,Q001040CC205B0000470564202102181211F08001,20029445,0059,F08001,8852961009873,8852961009873,8852961009873,8852961009873,วันทัชถุงยางอนามัย003 1กล่อง,1,26.65,18 Feb 12:28AM
0060,470564,Q001040CC205B0000470564202102181211F08001,20029445,0060,F08001,8852961003406,8852961003406,8852961003406,8852961003406,วันทัชถุงยางจอยส์ 3ชิ้น,12,27.33,18 Feb 12:28AM
0061,470564,Q001040CC205B0000470564202102181211F08001,20029445,0061,F08001,8852961009873,8852961009873,8852961009873,8852961009873,วันทัชถุงยางอนามัย003 1กล่อง,11,26.65,18 Feb 12:28AM
0062,470564,Q001040CC205B0000470564202102181211F08001,20029445,0062,F08001,8852961009873,8852961009873,8852961009873,8852961009873,วันทัชถุงยางอนามัย003 1กล่อง,12,26.65,18 Feb 12:29AM
0063,470564,Q001040CC205B0000470564202102181211F08001,20029445,0063,F08001,8851990201036,8851990201036,8851990201036,8851990201036,ตราเสือยาหม่อง 30ก,10,64.6,18 Feb 12:31AM
