rowid,StockTakeID,DocNum,Inspector,SEQ,Location,SKU,Barcode,IBC,SBC,ProductName,QNT,SalePrice,DateTime
0001,470564,Q001040D024740000470564202102171118F01F0102,20032476,0001,F01F0102,8853474052721,8853474052721,8853474052721,8853474052721,สมาร์ทเตอร์ยางมัดผม 5.5ก,1,15.36,17 Feb 11:19PM
0002,470564,Q001040D024740000470564202102171118F01F0102,20032476,0002,F01F0102,8853474052707,8853474052707,8853474052707,8853474052707,สมาร์ทเตอร์ยางมัดผม 6ชิ้น,13,13.75,17 Feb 11:19PM
0003,470564,Q001040D024740000470564202102171118F01F0102,20032476,0003,F01F0102,8853474057030,8853474057030,8853474057030,8853474057030,สมาร์ทเตอร์หวีหาง 1ชิ้น,4,11.95,17 Feb 11:19PM
0004,470564,Q001040D024740000470564202102171118F01F0102,20032476,0004,F01F0102,8853474057061,8853474057061,8853474057061,8853474057061,สมาร์ทเตอร์หวีอีโต้ซี่ห่างX1,4,14.45,17 Feb 11:19PM
0005,470564,Q001040D024740000470564202102171118F01F0102,20032476,0005,F01F0102,8853474056101,8853474056101,8853474056101,8853474056101,สมาร์ทเตอร์ยางเกลียว 2ชิ้น,5,8.7,17 Feb 11:19PM
0006,470564,Q001040D024740000470564202102171118F01F0102,20032476,0006,F01F0102,8853474052707,8853474052707,8853474052707,8853474052707,สมาร์ทเตอร์ยางมัดผม 6ชิ้น,1,13.75,17 Feb 11:19PM
0007,470564,Q001040D024740000470564202102171118F01F0102,20032476,0007,F01F0102,8853474052721,8853474052721,8853474052721,8853474052721,สมาร์ทเตอร์ยางมัดผม 5.5ก,4,15.36,17 Feb 11:19PM
0008,470564,Q001040D024740000470564202102171118F01F0102,20032476,0008,F01F0102,8853474061556,8853474061556,8853474061556,8853474061556,สมาร์ทเตอร์ยางรัดผม 6ชิ้น,7,11.93,17 Feb 11:19PM
0009,470564,Q001040D024740000470564202102171118F01F0102,20032476,0009,F01F0102,8853474052769,8853474052769,8853474052769,8853474052769,สมาร์ทเตอร์แปรงหวีผมพกพา 1ด้าม,4,24.78,17 Feb 11:20PM
0010,470564,Q001040D024740000470564202102171118F01F0102,20032476,0010,F01F0102,8853474052745,8853474052745,8853474052745,8853474052745,สมาร์ทเตอร์แปรงไดร์ผมกลม 1ด้าม,3,35.5,17 Feb 11:20PM
0011,470564,Q001040D024740000470564202102171118F01F0102,20032476,0011,F01F0102,8853474056101,8853474056101,8853474056101,8853474056101,สมาร์ทเตอร์ยางเกลียว 2ชิ้น,3,8.7,17 Feb 11:20PM
0012,470564,Q001040D024740000470564202102171118F01F0102,20032476,0012,F01F0102,8853474056101,8853474056101,8853474056101,8853474056101,สมาร์ทเตอร์ยางเกลียว 2ชิ้น,5,8.7,17 Feb 11:20PM
0013,470564,Q001040D024740000470564202102171118F01F0102,20032476,0013,F01F0102,8853474056101,8853474056101,8853474056101,8853474056101,สมาร์ทเตอร์ยางเกลียว 2ชิ้น,4,8.7,17 Feb 11:20PM
0014,470564,Q001040D024740000470564202102171118F01F0102,20032476,0014,F01F0102,8853474063666,8853474063666,8853474063666,8853474063666,สมาร์ทเตอร์หวีผมพกพาคละสี,5,25,17 Feb 11:20PM
0015,470564,Q001040D024740000470564202102171118F01F0102,20032476,0015,F01F0102,8992304029424,8992304029424,8992304029424,8992304029424,เอลแซฟแชมพูโททอลรีแพร์ 330มล,11,116.92,17 Feb 11:21PM
0016,470564,Q001040D024740000470564202102171118F01F0102,20032476,0016,F01F0102,8992304035371,8992304035371,8992304035371,8992304035371,เอลแซฟแชมพูเคราตินสมูท 450มล,3,126.3,17 Feb 11:21PM
0017,470564,Q001040D024740000470564202102171118F01F0102,20032476,0017,F01F0102,8992304028205,8992304028205,8992304028205,8992304028205,เอลแซฟครีมนวดโททอลรีแพร์ 325มล,2,114.32,17 Feb 11:21PM
0018,470564,Q001040D024740000470564202102171118F01F0102,20032476,0018,F01F0102,8992304036859,8992304036859,8992304036859,8992304036859,เอลแซฟแชมพูเคราตินสมูท 330มล,4,116.92,17 Feb 11:21PM
0019,470564,Q001040D024740000470564202102171118F01F0102,20032476,0019,F01F0102,8851932350303,8851932350303,8851932350303,8851932350303,เทรซาเม่แชมพูอัลติเมท 450มล,3,114.42,17 Feb 11:21PM
0020,470564,Q001040D024740000470564202102171118F01F0102,20032476,0020,F01F0102,8851818187979,8851818187979,8851818187979,8851818187979,แฟซ่าไมเซร่าแชมพูเฟรชอัพ 450มล,1,104.26,17 Feb 11:21PM
